,sentiment_textblob_movie
10228,Positive
10229,Positive
10230,Positive
10231,Positive
10232,Positive
10233,Positive
10234,Positive
10235,Negative
10236,Negative
10237,Positive
10238,Positive
10239,Negative
10240,Negative
10241,Positive
10242,Positive
10243,Positive
10244,Positive
10245,Negative
10246,Positive
10247,Positive
10248,Positive
10249,Positive
10250,Positive
10251,Positive
10252,Negative
10253,Positive
10254,Positive
10255,Negative
10256,Positive
10257,Negative
10258,Positive
10259,Positive
10260,Positive
10261,Positive
10262,Positive
10263,Positive
10264,Negative
10265,Negative
10266,Positive
10267,Positive
10268,Positive
10269,Negative
10270,Positive
10271,Positive
10272,Positive
10273,Positive
10274,Negative
10275,Positive
10276,Positive
10277,Positive
10278,Positive
10279,Positive
10280,Positive
10281,Positive
10282,Negative
10283,Negative
10284,Positive
10285,Positive
10286,Positive
10287,Positive
10288,Positive
10289,Positive
10290,Positive
10291,Negative
10292,Positive
10293,Positive
10294,Positive
10295,Negative
10296,Negative
10297,Negative
10298,Positive
10299,Positive
10300,Negative
10301,Positive
10302,Positive
10303,Positive
10304,Positive
10305,Positive
10306,Positive
10307,Positive
10308,Positive
10309,Positive
10310,Negative
10311,Negative
10312,Negative
10313,Negative
10314,Negative
10315,Negative
10316,Negative
10317,Positive
10318,Positive
10319,Negative
10320,Positive
10321,Positive
10322,Positive
10323,Negative
10324,Positive
10325,Negative
10326,Positive
10327,Positive
10328,Positive
10329,Negative
10330,Negative
10331,Positive
10332,Positive
10333,Positive
10334,Positive
10335,Positive
10336,Positive
10337,Positive
10338,Negative
10339,Positive
10340,Positive
10341,Positive
10342,Positive
10343,Positive
10344,Positive
10345,Positive
10346,Positive
10347,Positive
10348,Positive
10349,Positive
10350,Positive
10351,Positive
10352,Positive
10353,Positive
10354,Negative
10355,Positive
10356,Positive
10357,Positive
10358,Negative
10359,Positive
10360,Negative
10361,Positive
10362,Positive
10363,Negative
10364,Positive
10365,Positive
10366,Positive
10367,Negative
10368,Negative
10369,Positive
10370,Positive
10371,Negative
10372,Positive
10373,Positive
10374,Positive
10375,Positive
10376,Positive
10377,Positive
10378,Positive
10379,Negative
10380,Negative
10381,Negative
10382,Positive
10383,Negative
10384,Positive
10385,Negative
10386,Positive
10387,Positive
10388,Positive
10389,Negative
10390,Positive
10391,Positive
10392,Positive
10393,Negative
10394,Positive
10395,Negative
10396,Positive
10397,Positive
10398,Positive
10399,Negative
10400,Positive
10401,Positive
10402,Negative
10403,Positive
10404,Positive
10405,Negative
10406,Positive
10407,Negative
10408,Positive
10409,Positive
10410,Positive
10411,Negative
10412,Positive
10413,Positive
10414,Positive
10415,Negative
10416,Negative
10417,Positive
10418,Positive
10419,Negative
10420,Positive
10421,Positive
10422,Positive
10423,Positive
10424,Positive
10425,Positive
10426,Positive
10427,Positive
10428,Negative
10429,Positive
10430,Negative
10431,Positive
10432,Negative
10433,Positive
10434,Negative
10435,Positive
10436,Negative
10437,Positive
10438,Positive
10439,Negative
10440,Positive
10441,Positive
10442,Positive
10443,Positive
10444,Negative
10445,Negative
10446,Negative
10447,Positive
10448,Positive
10449,Positive
10450,Positive
10451,Positive
10452,Positive
10453,Positive
10454,Positive
10455,Negative
10456,Negative
10457,Positive
10458,Positive
10459,Negative
10460,Negative
10461,Positive
10462,Negative
10463,Positive
10464,Negative
10465,Positive
10466,Positive
10467,Positive
10468,Positive
10469,Negative
10470,Positive
10471,Negative
10472,Positive
10473,Positive
10474,Negative
10475,Positive
10476,Positive
10477,Positive
10478,Negative
10479,Negative
10480,Positive
10481,Positive
10482,Negative
10483,Negative
10484,Positive
10485,Positive
10486,Negative
10487,Positive
10488,Positive
10489,Positive
10490,Positive
10491,Positive
10492,Positive
10493,Negative
10494,Positive
10495,Negative
10496,Negative
10497,Positive
10498,Positive
10499,Positive
10500,Negative
10501,Positive
10502,Negative
10503,Positive
10504,Positive
10505,Negative
10506,Negative
10507,Positive
10508,Negative
10509,Positive
10510,Positive
10511,Negative
10512,Positive
10513,Positive
10514,Positive
10515,Negative
10516,Negative
10517,Positive
10518,Negative
10519,Positive
10520,Positive
10521,Positive
10522,Positive
10523,Positive
10524,Positive
10525,Positive
10526,Negative
10527,Positive
10528,Positive
10529,Positive
10530,Negative
10531,Positive
10532,Positive
10533,Positive
10534,Positive
10535,Positive
10536,Negative
10537,Positive
10538,Positive
10539,Positive
10540,Positive
10541,Positive
10542,Positive
10543,Negative
10544,Positive
10545,Negative
10546,Positive
10547,Negative
10548,Positive
10549,Positive
10550,Negative
10551,Negative
10552,Positive
10553,Positive
10554,Negative
10555,Negative
10556,Positive
10557,Negative
10558,Negative
10559,Positive
10560,Positive
10561,Positive
10562,Positive
10563,Positive
10564,Positive
10565,Positive
10566,Positive
10567,Negative
10568,Negative
10569,Negative
10570,Negative
10571,Positive
10572,Negative
10573,Negative
10574,Positive
10575,Negative
10576,Positive
10577,Positive
10578,Positive
10579,Negative
10580,Negative
10581,Negative
10582,Negative
10583,Positive
10584,Negative
10585,Negative
10586,Positive
10587,Positive
10588,Positive
10589,Positive
10590,Negative
10591,Positive
10592,Positive
10593,Positive
10594,Positive
10595,Negative
10596,Positive
10597,Positive
10598,Negative
10599,Positive
10600,Positive
10601,Positive
10602,Positive
10603,Negative
10604,Positive
10605,Negative
10606,Positive
10607,Positive
10608,Negative
10609,Negative
10610,Positive
10611,Positive
10612,Negative
10613,Positive
10614,Negative
10615,Positive
10616,Positive
10617,Positive
10618,Positive
10619,Positive
10620,Negative
10621,Positive
10622,Negative
10623,Negative
10624,Negative
10625,Positive
10626,Positive
10627,Positive
10628,Positive
10629,Positive
10630,Negative
10631,Positive
10632,Positive
10633,Negative
10634,Positive
10635,Positive
10636,Positive
10637,Negative
10638,Positive
10639,Positive
10640,Positive
10641,Negative
10642,Negative
10643,Positive
10644,Positive
10645,Negative
10646,Positive
10647,Positive
10648,Positive
10649,Positive
10650,Negative
10651,Negative
10652,Positive
10653,Positive
10654,Positive
10655,Negative
10656,Positive
10657,Positive
10658,Positive
10659,Positive
10660,Negative
10661,Positive
10662,Positive
10663,Positive
10664,Negative
10665,Positive
10666,Negative
10667,Positive
10668,Positive
10669,Negative
10670,Positive
10671,Positive
10672,Positive
10673,Positive
10674,Negative
10675,Negative
10676,Positive
10677,Positive
10678,Positive
10679,Positive
10680,Negative
10681,Positive
10682,Positive
10683,Positive
10684,Negative
10685,Negative
10686,Positive
10687,Positive
10688,Positive
10689,Negative
10690,Positive
10691,Positive
10692,Positive
10693,Negative
10694,Negative
10695,Positive
10696,Positive
10697,Negative
10698,Positive
10699,Negative
10700,Positive
10701,Positive
10702,Positive
10703,Negative
10704,Positive
10705,Positive
10706,Positive
10707,Positive
10708,Negative
10709,Positive
10710,Positive
10711,Positive
10712,Negative
10713,Positive
10714,Negative
10715,Positive
10716,Negative
10717,Positive
10718,Positive
10719,Positive
10720,Positive
10721,Negative
10722,Positive
10723,Negative
10724,Negative
10725,Negative
10726,Positive
10727,Negative
10728,Negative
10729,Negative
10730,Negative
10731,Positive
10732,Positive
10733,Positive
10734,Positive
10735,Positive
10736,Positive
10737,Positive
10738,Negative
10739,Negative
10740,Positive
10741,Positive
10742,Negative
10743,Positive
10744,Positive
10745,Positive
10746,Positive
10747,Negative
10748,Positive
10749,Negative
10750,Negative
10751,Positive
10752,Positive
10753,Positive
10754,Positive
10755,Positive
10756,Positive
10757,Positive
10758,Positive
10759,Positive
10760,Positive
10761,Positive
10762,Positive
10763,Negative
10764,Positive
10765,Positive
10766,Positive
10767,Positive
10768,Positive
10769,Positive
10770,Positive
10771,Negative
10772,Positive
10773,Positive
10774,Positive
10775,Positive
10776,Positive
10777,Negative
10778,Positive
10779,Positive
10780,Negative
10781,Positive
10782,Negative
10783,Positive
10784,Positive
10785,Negative
10786,Positive
10787,Positive
10788,Negative
10789,Positive
10790,Positive
10791,Negative
10792,Positive
10793,Positive
10794,Positive
10795,Positive
10796,Positive
10797,Negative
10798,Positive
10799,Positive
10800,Positive
10801,Positive
10802,Positive
10803,Positive
10804,Positive
10805,Positive
10806,Positive
10807,Positive
10808,Positive
10809,Positive
10810,Positive
10811,Negative
10812,Positive
10813,Positive
10814,Positive
10815,Positive
10816,Negative
10817,Positive
10818,Negative
10819,Positive
10820,Negative
10821,Positive
10822,Positive
10823,Positive
10824,Positive
10825,Positive
10826,Positive
10827,Negative
10828,Negative
10829,Positive
10830,Positive
10831,Positive
10832,Negative
10833,Positive
10834,Positive
10835,Positive
10836,Positive
10837,Negative
10838,Negative
10839,Negative
10840,Positive
10841,Positive
10842,Positive
10843,Positive
10844,Positive
10845,Positive
10846,Positive
10847,Positive
10848,Positive
10849,Positive
10850,Positive
10851,Negative
10852,Negative
10853,Positive
10854,Positive
10855,Negative
10856,Negative
10857,Positive
10858,Negative
10859,Positive
10860,Positive
10861,Positive
10862,Negative
10863,Positive
10864,Positive
10865,Positive
10866,Positive
10867,Negative
10868,Positive
10869,Positive
10870,Positive
10871,Positive
10872,Positive
10873,Negative
10874,Positive
10875,Positive
10876,Negative
10877,Positive
10878,Negative
10879,Positive
10880,Positive
10881,Positive
10882,Positive
10883,Positive
10884,Positive
10885,Negative
10886,Positive
10887,Negative
10888,Positive
10889,Positive
10890,Positive
10891,Positive
10892,Positive
10893,Negative
10894,Positive
10895,Positive
10896,Positive
10897,Positive
10898,Negative
10899,Positive
10900,Negative
10901,Negative
10902,Positive
10903,Positive
10904,Positive
10905,Positive
10906,Positive
10907,Positive
10908,Positive
10909,Positive
10910,Negative
10911,Negative
10912,Positive
10913,Positive
10914,Positive
10915,Negative
10916,Negative
10917,Negative
10918,Negative
10919,Negative
10920,Positive
10921,Positive
10922,Positive
10923,Positive
10924,Positive
10925,Negative
10926,Negative
10927,Positive
10928,Negative
10929,Positive
10930,Positive
10931,Positive
10932,Positive
10933,Positive
10934,Negative
10935,Positive
10936,Negative
10937,Negative
10938,Negative
10939,Positive
10940,Positive
10941,Negative
10942,Negative
10943,Positive
10944,Positive
10945,Positive
10946,Negative
10947,Positive
10948,Positive
10949,Negative
10950,Positive
10951,Positive
10952,Positive
10953,Positive
10954,Positive
10955,Negative
10956,Negative
10957,Positive
10958,Positive
10959,Positive
10960,Negative
10961,Negative
10962,Negative
10963,Positive
10964,Negative
10965,Positive
10966,Positive
10967,Positive
10968,Positive
10969,Positive
10970,Positive
10971,Positive
10972,Positive
10973,Positive
10974,Positive
10975,Positive
10976,Positive
10977,Positive
10978,Positive
10979,Positive
10980,Negative
10981,Negative
10982,Positive
10983,Positive
10984,Positive
10985,Positive
10986,Positive
10987,Positive
10988,Positive
10989,Positive
10990,Negative
10991,Negative
10992,Positive
10993,Positive
10994,Positive
10995,Positive
10996,Positive
10997,Positive
10998,Positive
10999,Positive
11000,Positive
11001,Positive
11002,Positive
11003,Negative
11004,Positive
11005,Positive
11006,Positive
11007,Positive
11008,Positive
11009,Positive
11010,Positive
11011,Positive
11012,Negative
11013,Positive
11014,Positive
11015,Negative
11016,Negative
11017,Positive
11018,Positive
11019,Positive
11020,Positive
11021,Positive
11022,Negative
11023,Positive
11024,Positive
11025,Positive
11026,Positive
11027,Positive
11028,Positive
11029,Positive
11030,Positive
11031,Negative
11032,Negative
11033,Positive
11034,Positive
11035,Positive
11036,Positive
11037,Positive
11038,Positive
11039,Negative
11040,Positive
11041,Positive
11042,Positive
11043,Positive
11044,Positive
11045,Positive
11046,Positive
11047,Positive
11048,Positive
11049,Negative
11050,Positive
11051,Positive
11052,Positive
11053,Positive
11054,Negative
11055,Negative
11056,Positive
11057,Negative
11058,Positive
11059,Positive
11060,Positive
11061,Negative
11062,Negative
11063,Negative
11064,Positive
11065,Negative
11066,Positive
11067,Negative
11068,Positive
11069,Positive
11070,Positive
11071,Positive
11072,Positive
11073,Positive
11074,Positive
11075,Positive
11076,Negative
11077,Positive
11078,Positive
11079,Positive
11080,Negative
11081,Negative
11082,Positive
11083,Negative
11084,Positive
11085,Negative
11086,Positive
11087,Positive
11088,Positive
11089,Positive
11090,Positive
11091,Positive
11092,Negative
11093,Negative
11094,Positive
11095,Negative
11096,Positive
11097,Positive
11098,Positive
11099,Negative
11100,Negative
11101,Positive
11102,Positive
11103,Negative
11104,Negative
11105,Positive
11106,Positive
11107,Positive
11108,Positive
11109,Positive
11110,Positive
11111,Positive
11112,Positive
11113,Positive
11114,Positive
11115,Positive
11116,Negative
11117,Positive
11118,Positive
11119,Positive
11120,Positive
11121,Positive
11122,Positive
11123,Positive
11124,Positive
11125,Negative
11126,Negative
11127,Positive
11128,Negative
11129,Positive
11130,Positive
11131,Positive
11132,Positive
11133,Positive
11134,Positive
11135,Positive
11136,Positive
11137,Positive
11138,Positive
11139,Positive
11140,Positive
11141,Negative
11142,Positive
11143,Negative
11144,Negative
11145,Positive
11146,Negative
11147,Positive
11148,Positive
11149,Positive
11150,Negative
11151,Positive
11152,Positive
11153,Positive
11154,Positive
11155,Negative
11156,Positive
11157,Positive
11158,Positive
11159,Positive
11160,Negative
11161,Positive
11162,Positive
11163,Positive
11164,Positive
11165,Positive
11166,Positive
11167,Negative
11168,Negative
11169,Positive
11170,Positive
11171,Positive
11172,Positive
11173,Negative
11174,Negative
11175,Negative
11176,Positive
11177,Positive
11178,Positive
11179,Positive
11180,Negative
11181,Positive
11182,Positive
11183,Positive
11184,Negative
11185,Positive
11186,Negative
11187,Positive
11188,Positive
11189,Positive
11190,Positive
11191,Negative
11192,Positive
11193,Positive
11194,Negative
11195,Positive
11196,Positive
11197,Positive
11198,Positive
11199,Negative
11200,Positive
11201,Positive
11202,Positive
11203,Positive
11204,Positive
11205,Positive
11206,Positive
11207,Positive
11208,Positive
11209,Negative
11210,Positive
11211,Positive
11212,Positive
11213,Positive
11214,Positive
11215,Positive
11216,Positive
11217,Negative
11218,Negative
11219,Positive
11220,Negative
11221,Negative
11222,Negative
11223,Positive
11224,Positive
11225,Negative
11226,Negative
11227,Positive
11228,Positive
11229,Negative
11230,Negative
11231,Positive
11232,Positive
11233,Positive
11234,Positive
11235,Positive
11236,Positive
11237,Positive
11238,Positive
11239,Positive
11240,Positive
11241,Positive
11242,Positive
11243,Positive
11244,Negative
11245,Positive
11246,Negative
11247,Positive
11248,Positive
11249,Positive
11250,Negative
11251,Negative
11252,Positive
11253,Positive
11254,Positive
11255,Negative
11256,Negative
11257,Positive
11258,Positive
11259,Negative
11260,Positive
11261,Positive
11262,Positive
11263,Positive
11264,Negative
11265,Positive
11266,Positive
11267,Negative
11268,Positive
11269,Positive
11270,Positive
11271,Positive
11272,Positive
11273,Positive
11274,Positive
11275,Negative
11276,Positive
11277,Positive
11278,Positive
11279,Negative
11280,Positive
11281,Positive
11282,Positive
11283,Negative
11284,Positive
11285,Positive
11286,Positive
11287,Positive
11288,Positive
11289,Positive
11290,Positive
11291,Positive
11292,Positive
11293,Negative
11294,Positive
11295,Positive
11296,Negative
11297,Positive
11298,Positive
11299,Negative
11300,Positive
11301,Negative
11302,Positive
11303,Positive
11304,Positive
11305,Positive
11306,Positive
11307,Positive
11308,Positive
11309,Positive
11310,Positive
11311,Negative
11312,Positive
11313,Positive
11314,Negative
11315,Positive
11316,Positive
11317,Positive
11318,Positive
11319,Negative
11320,Negative
11321,Negative
11322,Positive
11323,Positive
11324,Positive
11325,Positive
11326,Positive
11327,Negative
11328,Negative
11329,Positive
11330,Positive
11331,Positive
11332,Negative
11333,Positive
11334,Positive
11335,Positive
11336,Negative
11337,Negative
11338,Negative
11339,Positive
11340,Negative
11341,Negative
11342,Positive
11343,Positive
11344,Positive
11345,Positive
11346,Positive
11347,Positive
