Date,score
2021-03-23,-0.004386863639726402
2021-03-24,-0.02550774839338917
2021-03-25,-0.017359540671321134
2021-03-26,-0.0246901046457777
2021-03-27,-0.018616849034804095
2021-03-28,-0.03563259774385678
2021-03-29,-0.003003153240539458
2021-03-30,-0.019066043165382813
2021-03-31,-0.016794709394260088
2021-04-01,-0.013581147760416745
2021-04-02,-0.022026331237015178
2021-04-03,-0.0391306038774862
2021-04-04,-0.0076085169590450015
2021-04-05,-0.002896686922570576
2021-04-06,-0.007772431229450298
2021-04-07,-0.00020982690211276042
2021-04-08,0.0001006814262553742
2021-04-09,-0.011041089054386943
2021-04-10,-0.03385780898231242
2021-04-11,-0.027688870451298975
2021-04-12,-0.017061232765292478
2021-04-13,-0.007386168698277462
2021-04-14,-0.01372681665018649
2021-04-15,-0.012624049399678169
2021-04-16,-0.018226909774009942
2021-04-17,-0.02381690482139816
2021-04-18,-0.02647287545429459
2021-04-19,-0.008722378094560631
2021-04-20,-0.003883780878770393
2021-04-21,-0.01819097313153928
2021-04-22,-5.794253599696505e-05
2021-04-23,-0.003287904276707443
2021-04-24,-0.010368020344358539
2021-04-25,0.0032239013767813387
2021-04-26,-0.018370818534707716
2021-04-27,-0.00853233162354546
2021-04-28,-0.006797957064314075
2021-04-29,-0.01565230450363042
2021-04-30,-0.005586980243572255
2021-05-01,-0.008967295861070257
2021-05-02,-0.03891736149795496
2021-05-03,-0.033114993548969886
2021-05-04,-0.010637005356423498
2021-05-05,-0.02305595840275961
2021-05-06,-0.008814495715546785
2021-05-07,-0.030805971157514638
2021-05-08,-0.004875625419194766
2021-05-09,-0.018238916140213928
2021-05-10,-0.01767255182543896
2021-05-11,-0.013971064408797066
2021-05-12,-0.018355868204777564
2021-05-13,-0.002982374195543258
2021-05-14,0.017313742362466706
2021-05-15,-0.003558200345874433
2021-05-16,-0.003607228427837191
2021-05-17,-0.007166177922601842
2021-05-18,-0.003450887352130431
2021-05-19,-0.008677736357138385
2021-05-20,-0.007313215021432155
2021-05-21,0.004521196059599997
2021-05-22,-0.0013458525610093492
2021-05-23,-0.007191465260549812
2021-05-24,-0.003775480454752881
2021-05-25,-0.009600045041585478
2021-05-26,-0.005301492252226536
2021-05-27,-0.02583319861693767
2021-05-28,-0.00317909523820481
2021-05-29,0.0008110706839002576
2021-05-30,0.009359453821165986
2021-05-31,0.00017565791962803612
2021-06-01,0.0009642749149875174
2021-06-02,-0.010284101311015611
2021-06-03,-0.005430272769324136
2021-06-04,-0.00480530750871296
2021-06-05,-0.006020487190886621
2021-06-06,0.0017109734370116536
2021-06-07,-0.015238149560553471
2021-06-08,0.006084078420485232
2021-06-09,-0.016926506058300966
2021-06-10,-0.016175070180715772
2021-06-11,-0.0009710352604107575
2021-06-12,-0.0055700053944949994
2021-06-13,0.00518065756375526
2021-06-14,-0.02967293895373524
2021-06-15,-0.009023745585837331
2021-06-16,-0.005869617653652052
2021-06-17,0.005352841957817933
2021-06-18,0.0014556673655654235
2021-06-19,-0.013560727181601099
2021-06-20,-0.007357300074978294
2021-06-21,-0.009269930662046363
2021-06-22,-0.012197284857983104
2021-06-23,0.0033636465159196938
2021-06-24,-0.010759327673250607
2021-06-25,-0.019927686485162632
2021-06-26,-0.011897915635600609
2021-06-27,-0.013252467537283522
2021-06-28,-0.01893148168414645
2021-06-29,-0.021980838537956033
2021-06-30,-0.018674676837439026
2021-07-01,0.001442396084462098
2021-07-02,-0.022808169361525927
2021-07-03,-0.007884110607196737
2021-07-04,-0.01921010644260727
2021-07-05,-0.007194732143815312
2021-07-06,-0.007042636709665651
2021-07-07,0.016097485009874107
2021-07-08,-0.029202930669902278
2021-07-09,-0.003487161749728777
2021-07-10,-0.026653636602777347
2021-07-11,0.009067227536093792
2021-07-12,-0.014391673263196311
2021-07-13,-0.00568632428057018
2021-07-14,-0.0252084261451692
2021-07-15,-0.007806971244676146
2021-07-16,-0.010192632000264398
2021-07-17,-0.013131218282984284
2021-07-18,-0.01162809386404314
2021-07-19,-0.016849001508569605
2021-07-20,0.0021798800758918713
2021-07-21,-0.008046293856284933
2021-07-22,-0.004890972373521392
2021-07-23,-0.009897942601276669
2021-07-24,-0.013634884558495819
2021-07-25,-0.011849176579554125
2021-07-26,-0.007972040339217204
2021-07-27,-0.00979179141630467
2021-07-28,0.0029388513866597985
2021-07-29,0.0017138423809844872
2021-07-30,-0.0167656349615517
2021-07-31,-0.021056557687530824
2021-08-01,-0.008262945011423809
2021-08-02,-0.020229447057422505
2021-08-03,-0.012499696662844006
2021-08-04,0.003487216414095773
2021-08-05,-0.012775846039845606
2021-08-06,-0.008589141121699026
2021-08-07,-0.025662107371255405
2021-08-08,-0.025676022360414923
2021-08-09,-0.0034211634790483427
2021-08-10,-0.00845908639698397
2021-08-11,-0.028891890931392845
2021-08-12,-0.0029227384195442316
2021-08-13,-0.0004053870574807587
2021-08-14,-0.02739185551642509
2021-08-15,-0.011425156587496063
2021-08-16,-0.018568001474371282
2021-08-17,-0.005710056535634056
2021-08-18,-0.013293747421846192
2021-08-19,-0.013326227114834591
2021-08-20,-0.006527164753883523
2021-08-21,-0.012065067243850444
2021-08-22,-0.010852037786256727
2021-08-23,-0.0023145983418224603
2021-08-24,-0.01156110634856237
2021-08-25,-0.005062968725583687
2021-08-26,-0.003651835045621018
2021-08-27,-0.012140327992064104
2021-08-28,-0.017781714327082643
2021-08-29,0.007583420661018618
2021-08-30,-0.010415822972536959
2021-08-31,-0.0031627397253998954
2021-09-01,-0.012402403720481847
2021-09-02,-0.021539167045608543
2021-09-03,-0.021211416716761633
2021-09-04,-0.02636558484003478
2021-09-05,-0.020896612709507673
2021-09-06,-0.019067113557987292
2021-09-07,-0.017472527942411425
2021-09-08,-0.008439982661082182
2021-09-09,-0.020164740503683443
2021-09-10,0.005160664522433282
2021-09-11,0.001937797204774531
2021-09-12,0.0015040787330164636
2021-09-13,-0.022393858676839
2021-09-14,0.0003020718882248789
2021-09-15,-0.027555962486504566
2021-09-16,-0.004853972346778979
2021-09-17,-0.025145612526746557
2021-09-18,-0.00322654883715238
2021-09-19,-0.009954352457833346
2021-09-20,-0.0067513624673697
2021-09-21,-0.01422723101108895
2021-09-22,-0.006997765704218913
2021-09-23,-0.013039903463068306
2021-09-24,-0.010595297105720158
2021-09-25,0.005269921198426619
2021-09-26,-0.016288904871243903
2021-09-27,-0.009791534107840283
2021-09-28,-0.007599996642920215
2021-09-29,0.004945099336899276
2021-09-30,-0.021445329717712736
2021-10-01,-0.009372279881188791
2021-10-02,-0.025830681340445933
2021-10-03,-0.016014529683031926
2021-10-04,-0.018164564199751283
2021-10-05,-0.016391326347584372
2021-10-06,-0.01035609089238576
2021-10-07,-0.014013575448574844
2021-10-08,-0.01780573438257549
2021-10-09,-0.002220243357110796
2021-10-10,-0.010228953844490555
2021-10-11,-0.015228197242540098
2021-10-12,-0.022709736444495515
2021-10-13,0.0022436173186590005
2021-10-14,-0.02015386264735941
2021-10-15,-0.024303389596937525
2021-10-16,-0.017831478563557712
2021-10-17,-0.011044960535162499
2021-10-18,-0.014723622326025162
2021-10-19,-0.0005434275110606975
2021-10-20,-0.00887513991214417
2021-10-21,-0.01694629023569605
2021-10-22,0.00027043550026280744
2021-10-23,-0.023493002247698385
2021-10-24,-0.009039890344198276
2021-10-25,-0.009709386613275695
2021-10-26,-0.02637358306317857
2021-10-27,-0.007026313075493729
2021-10-28,-0.025559703670878526
2021-10-29,-0.003556282725500126
2021-10-30,-0.020834116766969557
2021-10-31,-0.021209597744505298
2021-11-01,-0.005839481712126522
2021-11-02,-0.020804560608927807
2021-11-03,-0.019192784407086532
2021-11-04,0.0017111151768158066
2021-11-05,-0.025920729493632073
2021-11-06,-0.010005762856152511
2021-11-07,-0.012074746792576732
2021-11-08,-0.028853244343622724
2021-11-09,-0.019583250535766743
2021-11-10,-0.01418723140713
2021-11-11,-0.016849084744090487
2021-11-12,-0.001784891696960907
2021-11-13,-0.024560739508357503
2021-11-14,-0.007294376134535763
2021-11-15,0.0008674799626049445
2021-11-16,-0.003751275331538332
2021-11-17,0.0024750642312413675
2021-11-18,-0.006221057332603881
2021-11-19,-0.017317729308564973
2021-11-20,-0.015971855788718292
2021-11-21,-0.00865428995234152
2021-11-22,-0.027691479748880126
2021-11-23,-0.003474160711913051
2021-11-24,-0.0036298519441100665
2021-11-25,-0.010178271241967499
2021-11-26,-0.0017933254358412827
2021-11-27,-0.0135446459866528
2021-11-28,-0.016251196748004276
2021-11-29,-0.010147520957797399
2021-11-30,0.0034827265541689614
2021-12-01,-0.002588648164738657
2021-12-02,-0.01288677510166969
2021-12-03,-0.004515547334648799
2021-12-04,-0.013159185247273367
2021-12-05,0.002320906457965085
2021-12-06,-0.015742813798918804
2021-12-07,-0.0027354665478205678
2021-12-08,0.003941244271125854
2021-12-09,-0.002624251683267668
2021-12-10,-0.007422185953219603
2021-12-11,0.00017925000235004726
2021-12-12,-0.012514079652355922
2021-12-13,-0.0020932534453485343
2021-12-14,0.0008192287434444223
2021-12-15,-0.007100573676240988
2021-12-16,-0.007588910795104857
2021-12-17,-0.005955913066230963
2021-12-18,-0.005556453615230901
2021-12-19,0.011194826421460006
2021-12-20,-0.0010781968457500197
2021-12-21,-0.015120217285793195
2021-12-22,-0.0066867336315686865
2021-12-23,-0.003339566770585075
2021-12-24,-0.01673081218087084
2021-12-25,-0.018642991866292036
2021-12-26,-0.014535601281314517
2021-12-27,-0.0006925487356378435
2021-12-28,-0.0027606754780168754
2021-12-29,0.0016407965272757414
2021-12-30,-0.01053976483187898
2021-12-31,-0.015071232645192759
